,start_x,start_y,end_x,end_y
0,31.210355371900825,121.44366115702479,31.237032967032967,121.47346153846155
1,31.277397590361446,121.5289156626506,31.166530303030306,121.38274242424242
2,31.28174324324324,121.40760810810812,31.315845070422533,121.52127464788732
3,31.323020618556697,121.506793814433,31.355760000000004,121.36108
4,31.154174603174603,121.34426984126983,31.177461538461536,121.49909615384615
5,31.310500000000005,121.31464285714284,31.287767441860467,121.40508139534884
6,31.234435483870968,121.36654838709677,31.233703296703297,121.3685054945055
7,31.22054054054054,121.47402702702702,31.29052348993288,121.48822147651006
8,31.135014705882355,121.43564705882353,31.21125,121.44271739130434
9,31.257391891891892,121.4794054054054,31.278360655737707,121.555
10,31.33126315789474,121.42686842105263,31.341951219512197,121.45231707317072
11,31.216733333333337,121.52271111111111,31.24297826086957,121.31026086956521
12,31.24039583333333,121.31675,31.12996825396825,121.43049206349207
13,31.184483146067414,121.42883146067416,31.275652173913045,121.45314782608696
14,31.122461538461536,121.50161538461538,31.232433333333333,121.5196
15,31.259476190476192,121.61733333333333,31.254916666666666,121.44033333333334
16,31.25878,121.44483,31.20228965517242,121.48080689655173
17,31.296,121.45986842105262,31.170250000000003,121.44606578947369
18,31.392111111111113,121.45711111111112,31.29219736842105,121.3196052631579
19,31.315164948453607,121.37927835051546,31.25691891891892,121.59464864864864
20,31.191782608695654,121.39271739130436,31.308897435897435,121.49300854700854
21,31.248625000000004,121.40150892857143,31.131441176470595,121.32676470588234
22,31.301521008403355,121.5314117647059,31.209030303030303,121.40389393939394
23,31.1002,121.38868000000001,31.28968644067797,121.52033898305085
24,31.315070588235294,121.45869411764706,31.24578823529412,121.40104705882354
25,31.25485714285714,121.36581318681318,31.177382352941173,121.55208823529412
26,31.164214285714287,121.48467857142857,31.320752808988765,121.44188764044944
27,31.179600000000008,121.54274285714285,31.131766666666664,121.38606666666666
28,31.287513157894736,121.50148684210527,31.25541379310345,121.51031034482759
29,31.17325490196078,121.45629411764705,31.196125000000002,121.62875
30,31.206607142857138,121.30892857142857,31.017111111111113,121.43455555555556
31,31.14634426229508,121.40811475409836,31.251074626865666,121.36258208955223
32,31.277046296296298,121.50874074074075,31.393666666666668,121.45691666666667
33,31.327846846846846,121.53800900900902,31.332016393442622,121.50863934426229
34,31.078800000000008,121.596,31.326666666666668,121.40170833333333
35,31.398874999999997,121.3485,31.26663025210084,121.47991596638656
36,31.221913461538463,121.44892307692308,31.283791044776123,121.50468656716419
37,31.336475609756093,121.47778048780488,31.1946923076923,121.31576923076923
38,31.212924242424243,121.38539393939394,31.171712643678163,121.41352873563218
39,31.37685714285714,121.23557142857143,31.069000000000003,121.5976
40,31.28624778761062,121.47998230088496,31.236823529411765,121.48743137254903
41,31.24658823529412,121.56452941176471,31.342,121.249
42,31.197249999999997,121.631125,31.326752293577982,121.53887155963304
43,31.215207317073173,121.4170975609756,31.129714285714293,121.50514285714286
44,31.26166981132075,121.34106603773586,31.26831404958677,121.42565289256198
45,31.30554054054054,121.48384459459459,31.19649514563106,121.44781553398059
46,31.202294117647057,121.4902794117647,31.331373493975903,121.49110843373495
47,31.158937499999993,121.44089583333333,31.313842105263156,121.45714473684211
48,31.176805555555553,121.37083333333334,31.31678723404255,121.37393617021277
49,31.01888888888889,121.43444444444444,31.271153846153844,121.38987912087913
50,31.279304347826084,121.366,31.23864772727272,121.4405340909091
51,31.23465853658537,121.48598780487805,31.212529411764706,121.48402352941176
52,31.35780952380953,121.41495238095239,31.180285714285716,121.35339285714286
53,31.249482352941172,121.42950588235294,31.261755813953485,121.34063953488372
54,31.200558139534884,121.55809302325582,31.291603448275865,121.46329310344828
55,31.255670454545452,121.4597159090909,31.38241666666667,121.49358333333333
56,31.264389830508478,121.38003389830509,31.297944444444447,121.4175
57,31.27406086956522,121.54764347826088,31.302779569892472,121.51459677419355
58,31.298323529411768,121.43323529411765,31.259701030927836,121.52642268041237
59,31.16112499999999,121.269375,31.113499999999995,121.2595
60,31.191240601503765,121.45393233082706,31.291249999999998,121.54365178571427
61,31.13473913043478,121.38756521739131,31.231833333333334,121.4265606060606
62,31.27145217391304,121.4542347826087,31.231749999999998,121.6865
63,31.33551818181818,121.44223636363637,31.19646315789474,121.4332
64,31.32119014084507,121.53084507042254,31.064199999999992,121.39320000000001
65,31.345571428571432,121.57757142857142,31.139000000000003,121.41846268656715
66,31.286812499999996,121.53446875,31.20495833333333,121.46515833333333
67,31.26078125,121.50121875,31.15710256410256,121.34048717948718
68,31.24820224719101,121.38249438202247,31.2332380952381,121.5522619047619
69,31.232011235955056,121.4516404494382,31.283774647887327,121.34804225352113
70,31.29283636363636,121.40249090909091,31.399823529411762,121.35435294117647
71,31.35448148148148,121.36085185185186,31.255326530612244,121.46669387755102
72,31.304546511627905,121.51455232558139,31.325181818181818,121.6009090909091
73,31.16345454545454,121.56545454545454,31.355625000000003,121.416375
74,31.213432989690723,121.48382474226804,31.30417647058824,121.53104901960785
75,31.162899999999993,121.4067,31.104433962264153,121.38537735849056
76,31.29054545454546,121.31072727272728,31.206124999999993,121.496515625
77,31.41369230769231,121.42684615384616,31.279608695652172,121.60830434782608
78,31.193858695652175,121.41580434782608,31.22365306122449,121.35365306122449
79,31.321184873949584,121.44280672268907,31.231583333333333,121.391
80,31.1265,121.32644444444443,31.18565384615384,121.37557692307692
81,31.274232558139538,121.4226046511628,31.135661016949157,121.44574576271185
82,31.3196,121.48383333333334,31.30786666666667,121.44355555555555
83,31.260414634146336,121.52589024390244,31.20925263157895,121.42362105263157
84,31.062333333333328,121.51633333333334,31.23675,121.41228260869565
85,31.40042857142857,121.48685714285715,31.3192131147541,121.53246448087432
86,31.324041666666666,121.39454166666667,31.148038461538462,121.53092307692307
87,31.270427350427347,121.47810256410256,31.258445378151258,121.49490756302521
88,31.296454545454544,121.2699090909091,31.344500000000004,121.4939880952381
89,31.34487671232877,121.49646575342466,31.125714285714288,121.568
90,31.260333333333335,121.584,31.169444444444444,121.27411111111111
91,31.15272727272727,121.536,31.319950495049504,121.47122772277228
92,31.269571428571425,121.41108928571428,31.211271186440676,121.37005084745763
93,31.3070625,121.348375,31.27883333333333,121.25233333333333
94,31.28590476190476,121.52234285714286,31.33498823529412,121.44014117647058
95,31.219404255319155,121.35601063829787,31.264854368932035,121.53635922330098
96,31.172163636363635,121.34932727272727,31.212363636363634,121.53147727272727
97,31.132522727272722,121.36218181818182,31.275511111111108,121.40442222222222
98,31.192958333333337,121.46756249999999,31.252700000000004,121.329275
99,31.280771739130437,121.48982608695653,31.436,121.40700000000001
100,31.28050505050505,121.4440303030303,31.155232142857145,121.49691071428572
101,31.15461016949152,121.38277966101695,31.162037974683543,121.4291012658228
102,31.233080645161294,121.40746774193548,31.29484426229508,121.47579508196722
103,31.191198412698412,121.44098412698412,31.052000000000007,121.49633333333334
104,31.245098591549294,121.46939436619718,31.25557303370787,121.38367415730337
105,31.288133333333334,121.6164,31.293278350515465,121.4460412371134
106,31.127462686567164,121.40523880597016,31.142000000000003,121.35711764705883
107,31.155785714285713,121.454625,31.199763157894736,121.51489473684211
108,31.189875,121.51641071428571,31.12815189873418,121.4036582278481
109,31.167841463414632,121.43108536585366,31.148441860465113,121.38962790697674
110,31.14296296296296,121.31403703703704,31.220370786516852,121.49739325842697
111,31.223557377049175,121.49245901639344,31.213009523809518,121.45626666666666
112,31.307974683544302,121.44596202531645,31.329729166666667,121.42635416666667
113,31.254583333333336,121.66024999999999,31.285615384615383,121.4231
114,31.17072131147541,121.38916393442622,31.186493827160497,121.45746913580247
115,31.188333333333325,121.702,31.268451612903227,121.30725806451613
116,31.16100000000001,121.19,31.27346153846154,121.46628571428572
117,31.332898734177213,121.49108860759493,31.27390566037736,121.51599056603774
118,31.229881720430107,121.43586021505376,31.275690322580644,121.4927870967742
119,31.289567567567566,121.55527027027027,31.202204545454542,121.55302272727272
120,31.209978494623655,121.40316129032257,31.17303076923077,121.43283076923078
121,31.123874999999998,121.59075000000001,31.182911764705885,121.39944117647059
122,31.113193548387095,121.4406129032258,31.345666666666666,121.57533333333333
123,31.31517543859649,121.52069298245614,31.308999999999997,121.31618518518519
124,31.304093333333334,121.46894666666667,31.316166666666668,121.38478787878788
125,31.210760416666673,121.45839583333333,31.226714285714287,121.27471428571428
126,31.229030303030306,121.46292424242424,31.159347222222216,121.45669444444445
127,31.30591666666667,121.50447916666667,31.33566666666667,121.47711538461539
128,31.234022222222222,121.513,31.219657142857145,121.43177142857144
129,31.23386666666667,121.54315555555556,31.055999999999997,121.525
130,31.258693333333333,121.42092,31.176999999999992,121.22025
131,31.206022727272725,121.53886363636364,31.246093333333334,121.42826666666667
132,31.241436363636367,121.32939999999999,31.167281249999995,121.39965624999999
133,31.229634920634915,121.39484126984127,31.251583333333336,121.48377500000001
134,31.143884615384607,121.51561538461539,31.18264406779661,121.4252372881356
135,31.24821367521367,121.48883760683762,31.305162162162162,121.48262837837838
136,31.31222068965517,121.53735172413793,31.114166666666662,121.45483333333333
137,31.27685714285714,121.39485714285715,31.24360869565217,121.37973913043479
138,31.256911111111116,121.51114444444444,31.125366666666665,121.36653333333334
139,31.377160000000003,121.49307999999999,31.155,121.572
140,31.20677777777778,121.58922222222222,31.280011363636362,121.438625
141,31.319697368421053,121.4714605263158,31.260462264150945,121.4552641509434
142,31.103173913043477,121.4085652173913,31.22511494252874,121.48055172413794
143,31.358684210526313,121.43486842105264,31.385588235294115,121.43029411764707
144,31.214012987012985,121.49897402597402,31.273434782608696,121.3718695652174
145,31.177499999999995,121.4953695652174,31.288682926829267,121.5340325203252
146,31.31113513513514,121.40543243243243,31.308361702127662,121.40202127659575
147,31.26491176470588,121.31055882352942,31.20207142857143,121.29364285714286
148,31.134891304347825,121.42167391304348,31.307676470588234,121.54308823529414
149,31.348241379310345,121.371,31.224687499999995,121.33025
150,31.233705882352936,121.47591176470588,31.32925242718447,121.52764077669903
151,31.29236274509804,121.54261764705882,31.20048214285714,121.39482142857142
152,31.23444444444445,121.37894444444444,31.104111111111116,121.35766666666666
153,31.265921568627448,121.4890294117647,31.229999999999997,121.4558
154,31.243976744186043,121.35709302325581,31.150337662337655,121.43551948051947
155,31.190222222222225,121.37244444444445,31.193831578947368,121.46927368421052
156,31.206722222222226,121.47015740740741,31.327967213114754,121.45472131147541
157,31.26574561403509,121.53708771929826,31.2806914893617,121.47937234042553
158,31.279700000000005,121.59219999999999,31.218140845070423,121.41318309859156
159,31.352454545454542,121.398,31.299441176470587,121.5060294117647
160,31.28133333333333,121.46653623188405,31.3508947368421,121.39626315789474
161,31.330629629629634,121.52533333333334,31.108916666666666,121.43083333333334
162,31.133028571428575,121.4500857142857,31.26611764705882,121.63341176470588
163,31.216,121.28354545454545,31.27449504950495,121.54288118811881
164,31.284246153846155,121.34826153846154,31.249872340425526,121.57570212765958
165,31.285364583333333,121.42568750000001,31.150352941176465,121.31076470588235
166,31.29493442622951,121.32322950819672,31.411923076923074,121.42707692307692
167,31.176637254901962,121.44206862745098,31.375999999999998,121.2417142857143
168,31.26418556701031,121.39338144329898,31.225750000000005,121.65799999999999
169,31.187769230769234,121.297,31.207818181818183,121.59054545454546
170,31.292741176470585,121.48961176470587,31.402,121.48431818181818
171,31.23949438202247,121.41822471910112,31.126199999999997,121.6212
172,31.1044,121.3524,31.347499999999997,121.37061764705882
173,31.2940396039604,121.51337623762376,31.308714285714288,121.34790476190476
174,31.38683333333333,121.42994444444444,31.164392156862746,121.35311764705881
175,31.29372413793103,121.44688505747126,31.239799999999995,121.32155384615385
176,31.265162499999995,121.4329,31.269909999999996,121.41359
177,31.296511363636363,121.47705681818182,31.21268421052632,121.3591754385965
178,31.332220588235295,121.45847058823529,31.318578313253013,121.48507228915662
179,31.034999999999997,121.65699999999998,31.211275862068966,121.3086551724138
180,31.152301204819274,121.42912048192771,31.28840425531915,121.38408510638298
181,31.275401960784315,121.49887254901961,31.30577966101695,121.4662033898305
182,31.32730769230769,121.5926923076923,31.045,121.649
183,31.108875000000005,121.37718749999999,31.313447058823527,121.50672941176471
184,31.175034090909087,121.41322727272728,31.281399999999998,121.58644
185,31.20192708333333,121.47927083333333,31.268509433962265,121.5062641509434
186,31.06366666666667,121.39166666666667,31.224857142857147,121.44498095238094
187,31.26388372093023,121.4671976744186,31.278969696969696,121.52777777777777
188,31.287625,121.3849375,31.18458181818181,121.52967272727273
189,31.245333333333335,121.45554999999999,31.244975308641976,121.45650617283951
190,31.180500000000002,121.2405,31.253967213114755,121.4208524590164
191,31.242082191780824,121.43987671232875,31.309076923076923,121.295
192,31.209636363636363,121.36669696969696,31.22054285714286,121.46958095238097
193,31.311263157894736,121.49245263157894,31.18328723404256,121.44181914893616
194,31.27308510638298,121.51614893617023,31.266078125,121.44039062499999
195,31.246879999999997,121.58776,31.362499999999997,121.43647222222222
196,31.218586206896553,121.4289540229885,31.151886792452828,121.41250943396227
197,31.296521739130434,121.41495652173913,31.260373333333334,121.40032
198,31.14832352941177,121.49814705882353,31.214140350877194,121.38728070175438
199,31.200715686274513,121.43074509803921,31.19517283950617,121.41583950617284
